,Tweet,HS,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Gender
4715,ajak main gaple,0,0,0,0,0,0
4716,monstaaaaaa monsterhiphoop sayang peluk orang punten kakak oke sampah mulu ditwitnya kakak oke,0,0,0,0,0,0
4717,tau komen ya iya ya iya eh wakil presiden sih ya senyum ya,0,0,0,0,0,0
4718,selamat pagi salah menteri bangga                 yd,0,0,0,0,0,0
4719,cantik,0,0,0,0,0,0
4720,ide keren monsta monsterhiphoop suprise pacar kayak suka ajak tengkar,0,0,0,0,0,0
4721,buset nih wakil gubernur uwit mulu pikir anies endorse the ne ganti anies                 k,1,1,0,0,0,0
4722,it go suara malaikat ukraina,0,0,0,0,0,0
4723,wali kota keren moga ikut pimpin daerah doggy makan                 mq,0,0,0,0,0,0
4724,pagi mbak nanny,0,0,0,0,0,0
4725,gubernur aneh percaya banget capa,0,0,0,0,0,0
4726,siaaangg mbak waahh libur,1,1,0,0,0,0
4727,halo                 fan fiction,0,0,0,0,0,0
4728,ih mbak pingitz sehat ya pagiiii                 uf,0,0,0,0,0,0
4729,selamat pagi                 h,0,0,0,0,0,0
4730,sugeng enjang,0,0,0,0,0,0
4731,hallooo cantik no monsta monsterhiphoop nih cewek cakap lo,0,0,0,0,0,0
4732,pagi bang wanta,0,0,0,0,0,0
4733,he he he pagi mbak juni v,0,0,0,0,0,0
4734,monsterhiphoop tim bahagiyak,0,0,0,0,0,0
4735,semangat mbak                 l dw,0,0,0,0,0,0
4736,cucu bikin tidur,0,0,0,0,0,0
4737,selamat pagi,0,0,0,0,0,0
4738,monsterhiphoop panitia laksana hiyaaakkkk,0,0,0,0,0,0
4739,p nj l j h id ya propinsi terap wisata halal hukum cambuk obyek wisata lo aceh,1,0,1,0,0,0
4740,monsta monsterhiphoop budak cinta tim bikin bahagiyak,0,0,0,0,0,0
4741,aceh aceh hukum dasar syariat agama bukti cambuk gubernur libat korupsi eh hukum negara bangkeee                 o,0,0,0,0,0,0
4742,psi facenya glowing habis ya,0,0,0,0,0,0
4743,sih                 bv dd,0,0,0,0,0,0
4745,mam                 zrb disc jockey,0,0,0,0,0,0
4746,malu kocheng                 pz bd,1,1,0,0,0,0
4747,waahhh as rupiah                 jo j,0,0,0,0,0,0
4748,moga lindung ulama sesat sesat amin ndalem nderek ya iya,0,0,0,0,0,0
4749,cantik,0,0,0,0,0,0
4750,happy pekan bos,0,0,0,0,0,0
4751,mbak lina happy pekan                 h,0,0,0,0,0,0
4752,kakak mbak yanti selamat siang,0,0,0,0,0,0
4753,iya siang mbak nuning,0,0,0,0,0,0
4754,tuju siang mbak mita                 gue uh,0,0,0,0,0,0
4755,halo siang frankz,0,0,0,0,0,0
4756,siang mbak iya bareng sih,0,0,0,0,0,0
4757,cantik putri bal kahiyang ayu happy pekan indonesia,0,0,0,0,0,0
4758,sore baby sena aduh gemas kilo,0,0,0,0,0,0
4759,enak pantang pra paskah ya pantang tah mbak noni,0,0,0,0,0,0
4760,ehe ehe drun,0,0,0,0,0,0
4761,cung albe o selamat pagi bang,1,1,0,0,0,0
4762,pintar jadwal pilih februari pilih gubernur wali kota pagi indonesia happy pekan enjoy your time jaga sehat                 jz,0,0,0,0,0,0
4763,o pagi,0,0,0,0,0,0
4764,pagi kang cireng,0,0,0,0,0,0
4765,ernestprakasa jadwal pilih serentak pilih kepala daerah pilih gubernur up kerja jago biar masyarakat nilai,0,0,0,0,0,0
4766,ernestprakasa tolak,0,0,0,0,0,0
4767,ernestprakasa salah tolak                 w yb yl,0,0,0,0,0,0
4768,cantik,0,0,0,0,0,0
4769,ernestprakasa jadwal serentak pilih kepala daerah pilih gubernur,0,0,0,0,0,0
4770,tettong tettong ernestprakasa pantas nama cakap,0,0,0,0,0,0
4771,ernestprakasa fakta jadwal pilih tetap                 ubeuhvaisj,0,0,0,0,0,0
4772,angelinasondakh                 ek,0,0,0,0,0,0
4773,angelinasondakh yess coba cuil link buka ya sehat banget,0,0,0,0,0,0
4774,ernestprakasa ingin panjang periode,1,1,0,0,0,0
4775,tunggu twit akun palsu,1,1,0,0,0,0
4776,ernestprakasa sila tambah ilmu                 batang,0,0,0,0,0,0
4777,ernestprakasa jadwal pilih eyel ya kali jokowi periode,1,0,1,0,0,0
4778,ernestprakasa baca dasar asumsi                 ubeuhvaisj,1,1,0,0,0,0
4779,ernestprakasa jadwal pilih presiden februari tunda bera i besar biaya,0,0,0,0,0,0
4780,sugianto ngawi ernestprakasa mas gibran muda biar ajar wali kota paksa gubernur nusantara jabat non ai a,0,0,0,0,0,0
4781,irsalmansir ernestprakasa jadwal pilih presiden februari ngadi,0,0,0,0,0,0
4782,ernestprakasa jadwal pilih presiden mas bro februari                 us,0,0,0,0,0,0
4783,sugianto ngawi ernestprakasa gibran umur alam presiden biar gibran ajar kandidat presiden jokowi sila up kerja biar warga nilai,0,0,0,0,0,0
4784,ernestprakasa heran jokowi periode harap periode,0,0,0,0,0,0
4785,ernestprakasa ya,0,0,0,0,0,0
4786,ernestprakasa pikir mudah ubah undang undang presiden periode mas gibran calon pilih sah solo maju senang,0,0,0,0,0,0
4787,problem kali kali mentwit jokowi periode,0,0,0,0,0,0
4788,ernestprakasa tunggu see,0,0,0,0,0,0
4789,ernestprakasa undang undang ubah presiden wakil zaman periode presiden,0,0,0,0,0,0
4790,ernestprakasa lihat pe mudah ubah,0,0,0,0,0,0
4791,tuju bang jokowi minat periode,1,1,0,0,0,0
4792,toa selamat temu jati om shanti shanti shanti om,0,0,0,0,0,0
4793,pagiii halo bandit                 z,0,0,0,0,0,0
4794,angelina sondakh bebas ya,0,0,0,0,0,0
4796,selamat ulang mbak rani,0,0,0,0,0,0
4797,jaga jarak orang masker,0,0,0,0,0,0
4798,berkah                 gu,0,0,0,0,0,0
4799,maaakkk dengar jokowi maaakkk salah pilih aji salah gaul                 f,0,0,0,0,0,0
4801,og,0,0,0,0,0,0
4802,santorinissun amin                 r,0,0,0,0,0,0
4803,serba,1,0,1,0,0,0
4804,selamat pasuk pra paskah,0,0,0,0,0,0
4805,suka mbak mita doa lintas agama be adem                 ao,0,0,0,0,0,0
4806,hadeehhh warga senang ngadi makam lantar baik dia turun nabi nabi,1,1,0,1,0,0
4807,doa baik peluk tangan saudara katolik selamat pasuk pra paskah selamat puasa moga be ambah iman hati amin,0,0,0,0,0,0
4808,santuyyy mbah akun retjeh setia follow,0,0,0,0,0,0
4809,kiranaantaresia bunga bunga kupingin                 gu,0,0,0,0,0,0
4810,bunga bunga kupingin maksud kali ya,0,0,0,0,0,0
4811,asli cukur gundul kemarin rambut ganjar hitam putih ya,0,0,0,0,0,0
4812,amin wa illa sabar mbak mita sabar syukur ananda kuat insyaallah lekas sembuh,0,0,0,0,0,0
4813,wagimandeep gregorius b k iya r born idealisgoblokkk juragan                 wp,0,0,0,0,0,0
4814,gregorius b k iya r born idealisgoblokkk bocah cilik jajan,0,0,0,0,0,0
4815,beliau goreng isu murah                 a tai,1,1,0,0,0,0
4816,baby alien ronnyyulianto oke emmm jadi ava lucu tah unik bentuk,0,0,0,0,0,0
4817,baby alien ronnyyulianto jadi drakula,0,0,0,0,0,0
4818,baby alien ronnyyulianto oke panggil mas avanya buah maaf                 t,0,0,0,0,0,0
4819,baby alien bos punten bebek tah jenis tanam,0,0,0,0,0,0
4820,selamat siang mbak baby amin,0,0,0,0,0,0
4821,warga hati kasih keluarga radikal ya kasih                 ac,0,0,0,0,0,0
4822,hati bacot dimedsos                 ubq ye,1,1,0,0,0,0
4823,usaha                 ubq ye,0,0,0,0,0,0
4824,usaha ecek media sosial calon                 ubq ye,0,0,0,0,0,0
4826,foto pinggir kanan mbak,1,1,0,0,0,0
4827,bang jimmy pagiii,0,0,0,0,0,0
4828,amin pagi dedek sena                 sa,0,0,0,0,0,0
4829,indonesia tas pagi bang dicky                 ec pl,1,1,0,0,0,0
4830,pagi mbak dedek                 f,0,0,0,0,0,0
4831,harismuno anakkolong yaqutcqoumas toa zaman nabi ilmu kembang ikut zaman,0,0,0,0,0,0
4832,harismuno anakkolong yaqutcqoumas a ejek menteri agama atur suara negara atur,0,0,0,0,0,0
4833,innalilahi wa inna ilaihi raji uji nasional nderek bela sungkawa al fatihah,0,0,0,0,0,0
4834,susipudjiastuti hidup pilih orang sayang orang kenal vaksin jalan protap,0,0,0,0,0,0
4835,poin                 p rm,0,0,0,0,0,0
4836,terima kasih,0,0,0,0,0,0
4837,harismuno anakkolong yaqutcqoumas                 united state of,0,0,0,0,0,0
4838,harismuno anakkolong yaqutcqoumas ketua dewan makmur masjid bilang atur keras suara masjid                 lf,1,0,1,1,0,0
4839,rahmayadiedy                 jq st,0,0,0,0,0,0
4840,h,0,0,0,0,0,0
4842,pepet nona bos,0,0,0,0,0,0
4843,daun jari daun bungkus nih malu,0,0,0,0,0,0
4844,mending goyang in gigi tau copot ngerik kali                 z,0,0,0,0,0,0
4845,ih mata kaca atuh papa sena biar,1,1,0,0,0,0
4846,panen buah tiada henti                 bank negara indonesia,0,0,0,0,0,0
4847,rawan malu habis karirnya                 r h j,1,1,0,0,0,0
4848,gundul tawan salah aksi gubernur jawa ganjar cukur botak rambut putih rangka mensuppo anak derita cancer undang donasi poin positif                 e iya,0,0,0,0,0,0
4849,ngustadz badut                 f,0,0,0,0,0,0
4850,selamat pagi mbak nuning,0,0,0,0,0,0
4851,ahayyy mata jokowi sepe inya amplop putih                 a,0,0,0,0,0,0
4852,cnn indonesia tunda pilih salah satu kurang tingkat percaya masyarakat,0,0,0,0,0,0
4853,anakkolong                 ike he,0,0,0,0,0,0
4854,pekak selamat raya sama                 kakak,0,0,0,0,0,0
4855,picoez amin sugeng mprop                 oe cu p,0,0,0,0,0,0
4856,satrio abdi bah bikin tertawa                 zt a,0,0,0,0,0,0
4857,mbaaakkk,0,0,0,0,0,0
4858,amin mbak noni selamat puasa ya titip elus sayang tang sikecil sakit moga cepat sembuh,0,0,0,0,0,0
4859,waahh kontet,0,0,0,0,0,0
4860,harismuno anakkolong yaqutcqoumas nge i tingkah laku cermin agama anut,0,0,0,0,0,0
4861,makan ikan bang biar kontet                 it,0,0,0,0,0,0
4862,anakkolong te arik nih lepas gigi maksud ya,0,0,0,0,0,0
4863,harismuno anakkolong yaqutcqoumas ccicpolri yess bodoh gratis borong sih,0,0,0,0,0,0
4864,harismuno anakkolong yaqutcqoumas beli mam enyak lengkuas rendang rasa lengkuas,0,0,0,0,0,0
4865,o,0,0,0,0,0,0
4866,yaqutcqoumas harismuno kadang galak dimedsos tutup lemah rl tahu sepe i minta maaf materai ceban ah bangsa mudah maaf cepat lupa                 um,0,0,0,0,0,0
4867,amin sugeng enjang                 h p,0,0,0,0,0,0
4868,foto menang harga emas judul tanggung peluk pegang harap selamat pagi juang hidup berkah cinta untuk                 iya,0,0,0,0,0,0
4869,anakkolong tempel atuh,1,1,0,0,0,0
4870,amin                 c,0,0,0,0,0,0
4871,make peace not war                 b cc p,0,0,0,0,0,0
4872,drun mending bikin kotak sumbang saudara                 zh um,1,1,0,0,0,0
4873,tuhan tuli hati urat,0,0,0,0,0,0
4874,ambyaaarrr                 b,0,0,0,0,0,0
4875,amin selamat ulang cah bagus umur sehat kuat tegar amin,0,0,0,0,0,0
4876,sumbar anak durhaka                 ww,0,0,0,0,0,0
4877,atuh bu menteri sosial,1,1,0,1,0,0
4878,mana                 ou,0,0,0,0,0,0
4879,bawa tertawa                 ih,0,0,0,0,0,0
4880,knpiharis tuli dengar suara benar                 a,0,0,0,0,0,0
4881,pagi mbak mita                 cl,0,0,0,0,0,0
4882,shalom letak tangan sembuh saudara kristiani selamat misa moga sakit sembuh selamat libur happy pekan,1,0,1,0,0,0
4883,hadiiirrr                 v,0,0,0,0,0,0
4884,gue suka twit,0,0,0,0,0,0
4885,amuk kembang cepat dimedsos wahabi gampang amuk eyel kenal nama kadrun ya negara amuk omicron parah mabuk agama c,0,0,0,0,0,0
4886,o,0,0,0,0,0,0
4887,foto ya baby sena bareng milo,0,0,0,0,0,0
4888,amin,0,0,0,0,0,0
4889,selamat ulang ya romo umur sehat bahagia amin                 fm q,0,0,0,0,0,0
4890,amin,0,0,0,0,0,0
4891,stop war,0,0,0,0,0,0
4892,happy pekan                 bi of,1,1,0,0,0,0
4893,mbak londoaiue buat mak teddy pintar culung pic,0,0,0,0,0,0
4894,beeuuhh pakai celana sehat ya dek kuat biar gede berat ketemu milo dek sena nya                 ld,0,0,0,0,0,0
4895,biaya haji koma sekian koma sekian ya biaya prokes naik biaya terbang dipe imbang nyaman jamaah haji,0,0,0,0,0,0
4896,mbak londoaiue sugeng enjang mbak lita salim                 id,0,0,0,0,0,0
4897,calon presiden ya badut politik                 j t,0,0,0,0,0,0
4898,amin sugeng enjang mbak londo                 d,0,0,0,0,0,0
4899,amin olga tunggu sinar matahari,0,0,0,0,0,0
4900,yess selamat pagi mbak kanya,0,0,0,0,0,0
4901,pagi mbak sinta                 ysc,0,0,0,0,0,0
4902,lihat baby sena ya iya nih sinar matahari malu pagiiii,0,0,0,0,0,0
4903,selamat pagi indonesia                 sop i zr,0,0,0,0,0,0
4904,kumis,0,0,0,0,0,0
4905,amin,0,0,0,0,0,0
4906,up tau minat,0,0,0,0,0,0
4907,tas cewek bos,1,1,0,0,0,0
4908,teteh nikola sianggg,0,0,0,0,0,0
4909,ib selamat siang bang santo selamat siang mas ib,0,0,0,0,0,0
4910,mbak sianggg happy pekan,0,0,0,0,0,0
4911,mamake                 e,0,0,0,0,0,0
4912,selamat siang mbak nuning                 e,0,0,0,0,0,0
4913,shalom alaichem                 pa,0,0,0,0,0,0
4914,pagiii kang cireng,0,0,0,0,0,0
4915,elegan pagiiii                 qo c pesan suara,0,0,0,0,0,0
4916,selamat pagi dunia,0,0,0,0,0,0
4917,selamat pagi mbak mita penuh cintaahhh penuh berkah jum at indah,0,0,0,0,0,0
4918,pagi kang kampul happy pekan,0,0,0,0,0,0
4919,moga cepat sembuh monsta,0,0,0,0,0,0
4920,presiden rakyat pikir urus perut perang negara orang migor langka mahal daging                 ju,0,0,0,0,0,0
4921,bikin frankz,0,0,0,0,0,0
4922,noohh kangen zaman soeha o,0,0,0,0,0,0
4923,bilang lapor lemah,0,0,0,0,0,0
4924,video roy panci bloin malu lapor                 rukun warga gue,0,0,0,0,0,0
4925,pagi nusantara mbah keren mantap                 og,0,0,0,0,0,0
4926,kakak tidur malam                 gue t b iya,0,0,0,0,0,0
4927,o,0,0,0,0,0,0
4928,gantung isi twit nya mas asyik ya like komen cewek cowok,0,0,0,0,0,0
4929,jinnonik terima kasih tambah mesti teliti banget ya,0,0,0,0,0,0
4930,mas punten beli ya,0,0,0,0,0,0
4931,jinnonik bentuk paus mata sapi tubuh kelinci anggap bebek nyungsep bilang,1,1,0,0,0,0
4932,jinnonik malas mentwit mas suruh isoman batuk kering langsung cap omicron habis minum rebus daun sirih gatal tren nih                 at wa,0,0,0,0,0,0
4933,sembilan beruang sapi plus kupu tanduk sapi plus kelinci plus burung kocheng bebek kaki kelinci                 pt,0,0,0,0,0,0
4934,masker mama bo ya cmiww motif sekar,0,0,0,0,0,0
4935,mama anak bakti,0,0,0,0,0,0
4937,ih nya,0,0,0,0,0,0
4938,selamat anjing                 t,1,1,0,0,0,0
4939,ih kayak umur baby sena nih pintar gaya                 gu c,0,0,0,0,0,0
4940,laahhh kocheeengggg                 kf,0,0,0,0,0,0
4941,keren                 kr v mx,0,0,0,0,0,0
4942,bomat ajar pilih orang ai,0,0,0,0,0,0
4943,takdir,0,0,0,0,0,0
4944,tarik isu wadas ngamati ganjar tangan wadas beliau gadang gadang calon presiden jokowi,0,0,0,0,0,0
4945,sweesal masker salah sulit buat mesti pas selamat ibadah jaga sehat ya,0,0,0,0,0,0
4946,iya bilang agum gumelar mantu                 si,0,0,0,0,0,0
4947,amin,0,0,0,0,0,0
4948,menantu agum gumelar hidayat beda ya,0,0,0,0,0,0
4949,ih ganteng banget baby sena,0,0,0,0,0,0
4950,eh bloin dukung perintah bera i dukung ainya ngehekk,0,0,0,0,0,0
4951,istirahat tah mbak istirahat sakit habis pulang malam ditwitnya habis jalan cmiww,1,1,0,0,0,0
4952,buset umur tua ya salim,0,0,0,0,0,0
4953,drun a nya oh iya onta sih ya burung garuda                 ve,1,1,0,0,0,0
4954,anakkolong leonita lestari amin,0,0,0,0,0,0
4955,anakkolong leonita lestari amin,0,0,0,0,0,0
4956,anakkolong amin selamat ulang mas moga umur sehat berkah lindung neng eureeka amin                 t,0,0,0,0,0,0
4957,tetap garam dunia shalom alaichem selamat jalan misa saudara kristiani tuhan yesus kati                 y,0,0,0,0,0,0
4958,baby rumah penuh berkah baby sena tah                 b,0,0,0,0,0,0
4959,noohh                 t,0,0,0,0,0,0
4960,hem                 ulc rvz,0,0,0,0,0,0
4961,ulc rvz,0,0,0,0,0,0
4962,bangkeee monsta,0,0,0,0,0,0
4963,drun bohong ajak simpan uwit bank diam simpan uwitnya bank tau blokir misuh,1,1,0,0,0,0
4964,ganti semen,1,0,1,0,0,0
4965,tukang goreng buse suka gue langka nih                 k,0,0,0,0,0,0
4966,subsidi supermarket dekat jual minyak kelapa tukang goreng                 hq,1,1,0,0,0,0
4967,bagi gratis warga biar kapok nimbun,0,0,0,0,0,0
4968,mbak mita                 js,0,0,0,0,0,0
4969,gue bilang lo,0,0,0,0,0,0
4970,mbak ya alhamdulillah moga pelamin samawa,0,0,0,0,0,0
4971,amin iya mbak yvonne                 d,0,0,0,0,0,0
4973,gemas lihat oshi,0,0,0,0,0,0
4974,beuh blokir om panca eh,0,0,0,0,0,0
4975,australia,0,0,0,0,0,0
4976,singapura pesawat pe darat rai bal perintah buka batas moga berkah sehat bangkit ekonomi makmur arah                 k,0,0,0,0,0,0
4977,makkah nih sedia bagi beasiswa korlapnya tau penuh syarat terima beasiswa wardi                 na,0,0,0,0,0,0
4978,lo pulang tah baby sena ganteng banget                 er,0,0,0,0,0,0
4979,basuki menteri jokowi kaleng percaya mampu moga wadas menang,1,1,0,0,0,0
4980,santorinissun he,0,0,0,0,0,0
4981,pagi mbak mita,0,0,0,0,0,0
4982,pagi bos                 kw,0,0,0,0,0,0
4983,waahh bude pagiii pagi mbak tri,0,0,0,0,0,0
4984,pagi mbak luke                 fr,0,0,0,0,0,0
4985,o pagi bos nasi,0,0,0,0,0,0
4986,mbak ve selamat pagi amin                 i,0,0,0,0,0,0
4987,oh iya menteri bangga pagi bang dicky pagi bang                 f,0,0,0,0,0,0
4988,razia kondom mending anak pa risiko,0,0,0,0,0,0
4989,pagi indonesia titik nol km kota nusantara                 r j ng o,0,0,0,0,0,0
4990,santorinissun mbak et malam ronda yuuukkk                 iya e,0,0,0,0,0,0
4991,anakkolong bah bangun tidur langsung tertawa baca untung raup sikat gigi                 z,0,0,0,0,0,0
4992,santorinissun mr foto moto gp                 j,0,0,0,0,0,0
4993,santorinissun hai roy long time no see sehat ya,0,0,0,0,0,0
4994,moto gp,0,0,0,0,0,0
4995,kerja perintah kerja ai bon,1,0,1,0,0,0
4996,leonita lestari waiyak terima kasih koreksi                 j,0,0,0,0,0,0
4997,masalah,0,0,0,0,0,0
4998,sepe i sunan kalijaga dakwah zaman sebar agama islam media wayang kafir haram,1,0,1,1,0,0
4999,satrio abdi wahabi otak sih,0,0,0,0,0,0
5000,apa mari kenang budi baik tinggal bela urus urus sang cipta,1,1,0,0,0,0
5001,iya tinggal,0,0,0,0,0,0
5002,oshiiii,0,0,0,0,0,0
5003,amin,0,0,0,0,0,0
5004,dengar video provokasi ahok muncul mantan presiden                 o b,0,0,0,0,0,0
5005,innalilahi wa inna ilaihi raji uji nasional al fatihah selamat jalan mbak                 uz,0,0,0,0,0,0
5006,harap omicron covid sepe i batuk capa butuh be ahan ya kawan vaksin patuh prokes jaga pola makan sayang                 nih,0,0,0,0,0,0
5007,iya pagi                 o vk mc,0,0,0,0,0,0
5008,waalaikum salam sembuh tah pulang rumah,0,0,0,0,0,0
5009,tah doggy oh iya nama adeknya bandit lupa eh by the way sehat ya,0,0,0,0,0,0
5010,video ya baby sena menang mata aduh melek hari,0,0,0,0,0,0
5011,amin happy bi hday neng olga                 l b,1,1,0,0,0,0
5012,waahh rambut tebal bangeeetttt ganteng euy,0,0,0,0,0,0
5013,alhamdulillah moga adik bayi rezeki sehat lurus jalan hidup garam dunia amin congratz bang benedictus panggil ya papa sena selamat bahagia selamat begadang selamat repot bahagia                 rd,0,0,0,0,0,0
5014,aspal ya bang ndrews jelas menteri kerja rumah rakyat tah,0,0,0,0,0,0
5016,mam banyak olga mam buah,1,1,0,0,0,0
5017,lo,0,0,0,0,0,0
5018,kiri suka mam kue tradisional kanan bukti agama indonesia sebar salah satu budaya,0,0,0,0,0,0
5019,terima kasih                 qj j,0,0,0,0,0,0
5020,sembuh ya bikin durian nama ya                 i,1,0,1,0,0,0
5021,mbaaakkk tah sakit                 e,0,0,0,0,0,0
5022,waahhh ikut begadang ah tunggu                 ya e,0,0,0,0,0,0
5023,sahabat kadang lucu kadang ribet monsterhiphoop jinnonik nonikdona,0,0,0,0,0,0
5024,mbak santi,0,0,0,0,0,0
5025,iya,0,0,0,0,0,0
5026,piala amin,0,0,0,0,0,0
5027,tissue coba tissue,0,0,0,0,0,0
5028,piala amin sore bang                 m si a,0,0,0,0,0,0
5029,sore bos pilih delfi pulkam coklat ngemil jalan happy valentine,0,0,0,0,0,0
5030,leonita lestari selamat siang happy valentine si day                 b,0,0,0,0,0,0
5031,oktober aku wayang budaya asli indonesia sebar agama indonesia wayang media muka agama haram wayang orang indonesia                 o gue zr,0,0,0,0,0,0
5032,moto gp terima kasih be emu minggu bawa khas lombok lo mutiara baik tenun khas kendi maling lombok,0,0,0,0,0,0
5033,no puding no iya                 by hq iya v,0,0,0,0,0,0
5034,mas mas coba pakai minyak deh moga cepat sembuh ya                 wy,0,0,0,0,0,0
5035,halo                 j h si j,0,0,0,0,0,0
5036,pagiiii waahh ikut sabar selamat                 c,0,0,0,0,0,0
5037,noohh marquez santuyyy mam goreng kadrun ribut mulu gabung indonesia,1,0,1,0,0,0
5038,baca tulis,0,0,0,0,0,0
5039,santorinissun moto gp ngupi mas santo                 er z b v,0,0,0,0,0,0
5040,anakkolong amin,0,0,0,0,0,0
5041,berat                 m,0,0,0,0,0,0
5042,santorinissun bandara maksud mbak monitor ya,0,0,0,0,0,0
5043,kader ai asyik kemarin bu sus ajar pilih kader kualitas                 uw,0,0,0,0,0,0
5044,halo mbak gulabattu iya mana sehat                 vy,0,0,0,0,0,0
5045,kepala mandor,0,0,0,0,0,0
5046,jinnonik aian kuat gendong bryno,0,0,0,0,0,0
5047,jinnonik aian brynooo lihat gambar pas                 md,0,0,0,0,0,0
5048,jinnonik aian pe vaksin,0,0,0,0,0,0
5049,jinnonik jempol,0,0,0,0,0,0
5050,aian monsterhiphoop vaksin orok                 r,0,0,0,0,0,0
5051,monsterhiphoop semangaattt mbak,0,0,0,0,0,0
5052,monsterhiphoop,0,0,0,0,0,0
5053,monsterhiphoop vaksin,0,0,0,0,0,0
5054,monsterhiphoop i vaksin married ya booster gratis,0,0,0,0,0,0
5055,wow                 p j,0,0,0,0,0,0
5056,siang indonesia menteri bangga nih bu smi ecek siap tuan rumah pe emuan karno jaka a,0,0,0,0,0,0
5057,vaksin,0,0,0,0,0,0
5058,musniumar basuki ahok mas biru maaf ajar sosial media,1,1,0,0,0,0
5059,keren habis moto gp,0,0,0,0,0,0
5060,walah anjiirrr anak maaf bu guru                 c p,0,0,0,0,0,0
5061,alas pindah,0,0,0,0,0,0
5062,keren ikn nusantara,0,0,0,0,0,0
5063,drun for your information nih nih aku vaksin tahu lo penjara pulang alat nya canggih                 u ox,0,0,0,0,0,0
5064,cuan singapura bikin senang bu smi ya                 fe,1,0,1,0,0,0
5065,suka mangga wow tau                 b,0,0,0,0,0,0
5066,zx,0,0,0,0,0,0
5067,happy pekan monsta nak kocheng oyen tani bryno                 say,0,0,0,0,0,0
5068,amin kabar bandit adik tah,0,0,0,0,0,0
5069,amin happy pekan bang wardi                 im,0,0,0,0,0,0
5070,kuaaattt panitia                 va,1,0,1,0,0,0
5071,bah,0,0,0,0,0,0
5072,nimbun pacalll wow                 ra e,0,0,0,0,0,0
5073,yess                 a,0,0,0,0,0,0
5074,beda orang orang kayak,0,0,0,0,0,0
5075,kuliner,0,0,0,0,0,0
5076,assalamualaikum mbak happy pekan,0,0,0,0,0,0
5077,waahh bangun malam mbak juni happy pekan,0,0,0,0,0,0
5078,kunci warga butuh                 play station vq gue,0,0,0,0,0,0
5079,pagi,0,0,0,0,0,0
5080,amin bang dicky                 zv av a,0,0,0,0,0,0
5081,ahayyy,0,0,0,0,0,0
5082,shalom aleichem happy pekan indonesia,0,0,0,0,0,0
5083,bijak perintah pro kontra cari solusi baik,0,0,0,0,0,0
5084,sih                 ls,0,0,0,0,0,0
5085,ya bang,0,0,0,0,0,0
5086,cantik lembut warna pas banget                 empok,0,0,0,0,0,0
5087,zaman o transmigrasi salah solusi zaman jokowi warga jual beli tanah pinggir sawah cmiww,0,0,0,0,0,0
5088,pakai ibadah makkah hajat perlu,0,0,0,0,0,0
5089,pe amina kelola uang kaget serentak sjw bilang uwit suka kelola pas uwitnya habis sjw salah perintah dasar warga sulit kelola uwit kaget,0,0,0,0,0,0
5090,cerdas humoris sayang,0,0,0,0,0,0
5091,yess narasi hoaks edar besar polisi belakang,1,1,0,0,0,0
5092,ganjarpranowo ganjar amat bijak,0,0,0,0,0,0
5093,sepe i link guna batu wadas                 jo,0,0,0,0,0,0
5094,in ahayyy kereeennnn lupa cicipin makan khas lombok ya mas bro ayam damai ayam plus kangkung enak,0,0,0,0,0,0
5095,maaf bera i salah rendah hati cmiww,0,0,0,0,0,0
5096,sepe inya ya datar salah satu selamat balap ya maksimal cepat km jam jago an                 h tr,1,0,1,0,0,0
5097,bos aspal kaleng sirkuit                 wlu ux,1,1,0,0,0,0
5099,keren parah sepe i balap sirkuit mandalika                 hm,0,0,0,0,0,0
5100,mitawullur amin,0,0,0,0,0,0
5101,kalah mental ya                 iya dv b,1,0,1,0,0,0
5102,mitawullur sabar ya teh ivone jaga sehat,0,0,0,0,0,0
5103,biar bintang bicara indonesia mandiri vaksin,0,0,0,0,0,0
5104,sandar,0,0,0,0,0,0
5105,mbak,0,0,0,0,0,0
5106,mbak mbak tunggu low back pain nih,0,0,0,0,0,0
5107,sepe i mino indonesia,0,0,0,0,0,0
5108,ya ruang ketuk pintu kunci buka cmiww,0,0,0,0,0,0
5109,majelis ulama indonesia india                 buku,0,0,0,0,0,0
5110,moto gp marco b mas mas kenal nih kepala mandor bangga toba sepe i mandalika toba new bal mampir ya,0,0,0,0,0,0
5111,waahh pakmil,0,0,0,0,0,0
5112,sombong paling viral maaf,1,1,0,0,0,0
5113,pagi bos                 j vt,0,0,0,0,0,0
5114,inovatif pagi mbak diajeng                 c,0,0,0,0,0,0
5115,je z,0,0,0,0,0,0
5116,hati jalan mbak,0,0,0,0,0,0
5117,pagi mbak,0,0,0,0,0,0
5118,anakkolong mohmahfudmd amin assalamualaikum mbak ning sugeng enjang                 bv wx,0,0,0,0,0,0
5119,kawah ratu gunung tangkuban parahu gunung tangkuban parahu bentuk perahu balik letak tanah konon tendang penuh janji danau perahu malam pagi indonesia,1,1,0,0,0,0
5120,kupi kental mam nasi kuota bayar santuyyy up opini jarang data fakta,0,0,0,0,0,0
5121,warga ya bupati hem demokrat,0,0,0,0,0,0
5122,perintah kaleng lo prasarana                 v,1,1,0,0,0,0
5123,gp kena wadas ya ngamati beliau tangan beliau gadang gadang the ne presiden bahan pe imbang kelak mari satu dukung perintah sah                 yc kje,0,0,0,0,0,0
5124,pedeipeh mbak puan om prabowo langsung deh repot susun strategi,1,1,0,0,0,0
